,Sites,Data da Coleta,Data da Viagem,Destino,Empresa,Turno,Precos
1434,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,GOL,M,244
1435,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,GOL,T,244
1436,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,GOL,N,244
1437,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,AZUL,M,202
1438,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,AZUL,T,207
1439,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,AZUL,N,207
1440,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,TAM,M,274
1441,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,TAM,T,274
1442,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,TAM,N,2693
1443,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,GOL,M,296
1444,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,GOL,T,296
1445,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,GOL,N,296
1446,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,AZUL,M,235
1447,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,AZUL,T,235
1448,Submarino Viagens,2018-05-29,2018-06-26,POA-VIX,AZUL,N,235
1449,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,TAM,M,270
1450,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,TAM,T,301
1451,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,TAM,N,270
1452,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,GOL,M,467
1453,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,GOL,T,467
1454,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,GOL,N,467
1455,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,AZUL,M,256
1456,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,AZUL,T,539
1457,Submarino Viagens,2018-07-31,2018-08-28,POA-VIX,AZUL,N,335
1458,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,TAM,M,256
1459,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,TAM,T,256
1460,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,TAM,N,256
1461,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,GOL,M,268
1462,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,GOL,T,268
1463,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,GOL,N,268
1464,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,AZUL,M,224
1465,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,AZUL,T,224
1466,Submarino Viagens,2018-01-30,2018-02-27,BSB-VIX,AZUL,N,224
1467,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,TAM,M,248
1468,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,TAM,T,248
1469,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,TAM,N,248
1470,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,GOL,M,268
1471,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,GOL,T,268
1472,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,GOL,N,268
1473,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,AZUL,M,226
1474,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,AZUL,T,226
1475,Submarino Viagens,2018-02-27,2018-03-27,BSB-VIX,AZUL,N,226
1476,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,TAM,M,248
1477,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,TAM,T,248
1478,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,TAM,N,248
1479,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,GOL,M,268
1480,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,GOL,T,268
1481,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,GOL,N,314
1482,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,AZUL,M,215
1483,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,AZUL,T,221
1484,Submarino Viagens,2018-03-27,2018-04-24,BSB-VIX,AZUL,N,221
1485,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,TAM,M,265
1486,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,TAM,T,265
1487,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,TAM,N,391
1488,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,GOL,M,268
1489,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,GOL,T,268
1490,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,GOL,N,268
1491,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,AZUL,M,215
1492,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,AZUL,T,222
1493,Submarino Viagens,2018-04-24,2018-05-29,BSB-VIX,AZUL,N,222
1494,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,TAM,M,281
1495,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,TAM,T,281
1496,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,TAM,N,281
1497,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,GOL,M,333
1498,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,GOL,T,333
1499,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,GOL,N,333
1500,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,AZUL,M,251
1501,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,AZUL,T,256
1502,Submarino Viagens,2018-05-29,2018-06-26,BSB-VIX,AZUL,N,256
1503,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,TAM,M,277
1504,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,TAM,T,334
1505,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,TAM,N,277
1506,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,GOL,M,488
1507,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,GOL,T,488
1508,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,GOL,N,488
1509,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,AZUL,M,226
1510,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,AZUL,T,234
1511,Submarino Viagens,2018-07-31,2018-08-28,BSB-VIX,AZUL,N,234
